name,self_cpu_time_ms,cpu_time_ms,self_cuda_time_ms,cuda_time_ms,self_cpu_memory_bytes,self_cuda_memory_bytes,cpu_memory_bytes,cuda_memory_bytes,count,flops,device_type
cudaMalloc,12.631143999999956,12.631143999999956,0.0,0.0,0,0,0,0,15,0,DeviceType.CPU
cudaMemcpyAsync,50.86617399998612,50.86617399998612,0.0,0.0,0,0,0,0,6838,0,DeviceType.CPU
cudaMemset,2.887459000012808,2.887459000012808,0.5741100000015867,0.5741100000015867,0,0,0,0,512,0,DeviceType.CPU
cudaMemsetAsync,7.731532000019273,7.731532000019273,0.0,0.0,0,0,0,0,1600,0,DeviceType.CPU
cudaOccupancyMaxActiveBlocksPerMultiprocessor,5.385095000000561,5.385095000000561,0.0,0.0,0,0,0,0,2082,0,DeviceType.CPU
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithF,3.882157999999996,3.882157999999996,0.0,0.0,0,0,0,0,4,0,DeviceType.CPU
cudaPeekAtLastError,0.37721800001279915,0.37721800001279915,0.0,0.0,0,0,0,0,3072,0,DeviceType.CPU
cudaStreamIsCapturing,1.1374719999975442,1.1374719999975442,0.3699520000007469,0.3699520000007469,0,0,0,0,1291,0,DeviceType.CPU
cudaStreamSynchronize,25.76435399996834,25.76435399996834,0.0,0.0,0,0,0,0,4486,0,DeviceType.CPU
detach,7.50651999997528,7.50651999997528,0.0,0.0,0,0,0,0,4398,0,DeviceType.CPU
detach_,0.25377100000262726,0.25377100000262726,0.0,0.0,0,0,0,0,401,0,DeviceType.CPU
doAggPairCollisions,0.0,0.0,6.081719999994675,6.081719999994675,0,0,0,0,512,0,DeviceType.CUDA
doSelfCollision,0.0,0.0,2.226334000000992,2.226334000000992,0,0,0,0,512,0,DeviceType.CUDA
initStaticKinematics,0.0,0.0,1.986660999996995,1.986660999996995,0,0,0,0,512,0,DeviceType.CUDA
initializeRadixRanks,0.0,0.0,0.7433259999902803,0.7433259999902803,0,0,0,0,512,0,DeviceType.CUDA
initializeSapBox1DLaunch,0.0,0.0,2.0079960000012362,2.0079960000012362,0,0,0,0,512,0,DeviceType.CUDA
initializeSolverVelocitiesTGS,0.0,0.0,0.9388359999938694,0.9388359999938694,0,0,0,0,512,0,DeviceType.CUDA
markAggregateBoundsUpdated,0.0,0.0,4.625948999999906,4.625948999999906,0,0,0,0,512,0,DeviceType.CUDA
markUpdatedPairsLaunch,0.0,0.0,3.633325999989989,3.633325999989989,0,0,0,0,512,0,DeviceType.CUDA
mergeChangedAABBMgrHandlesLaunch,0.0,0.0,1.5082600000057136,1.5082600000057136,0,0,0,0,512,0,DeviceType.CUDA
outputEndPtsHistogram,0.0,0.0,1.8357750000026136,1.8357750000026136,0,0,0,0,512,0,DeviceType.CUDA
outputFrozenAndUnfrozenHistogram,0.0,0.0,1.4394570000044768,1.4394570000044768,0,0,0,0,512,0,DeviceType.CUDA
performIncrementalSAP,0.0,0.0,2.758036999984848,2.758036999984848,0,0,0,0,512,0,DeviceType.CUDA
propagateAverageSolverBodyVelocityTGS,0.0,0.0,6.3161800000012445,6.3161800000012445,0,0,0,0,2048,0,DeviceType.CUDA
radixSortMultiBlockLaunchWithCount,0.0,0.0,56.015129000010816,56.015129000010816,0,0,0,0,4096,0,DeviceType.CUDA
radixSortMultiCalculateRanksLaunchWithCount,0.0,0.0,93.73301199998141,93.73301199998141,0,0,0,0,4096,0,DeviceType.CUDA
removeAggPairsStage1,0.0,0.0,0.847819999993546,0.847819999993546,0,0,0,0,512,0,DeviceType.CUDA
removeAggPairsStage2,0.0,0.0,1.4164779999954626,1.4164779999954626,0,0,0,0,512,0,DeviceType.CUDA
removeAggPairsStage3,0.0,0.0,0.645831000008533,0.645831000008533,0,0,0,0,512,0,DeviceType.CUDA
rigidSumInternalContactAndJointBatches1,0.0,0.0,0.7572119999871356,0.7572119999871356,0,0,0,0,512,0,DeviceType.CUDA
rigidSumInternalContactAndJointBatches2,0.0,0.0,1.7844910000066156,1.7844910000066156,0,0,0,0,512,0,DeviceType.CUDA
setupInternalConstraintLaunch1T,0.0,0.0,2.5274899999953924,2.5274899999953924,0,0,0,0,512,0,DeviceType.CUDA
sortAndUpdateAggregateProjections,0.0,0.0,110.15002999999741,110.15002999999741,0,0,0,0,512,0,DeviceType.CUDA
"std::enable_if<!(false), void>::type internal::gem",0.0,0.0,6.202540000005364,6.202540000005364,0,0,0,0,528,0,DeviceType.CUDA
"std::enable_if<!(false), void>::type internal::gem",0.0,0.0,4.860869999997783,4.860869999997783,0,0,0,0,256,0,DeviceType.CUDA
stepArticulation1T,0.0,0.0,73.48333500002339,73.48333500002339,0,0,0,0,2048,0,DeviceType.CUDA
torch::autograd::AccumulateGrad,10.341683000012592,24.054853999994055,0.0,0.0,0,0,0,0,4352,0,DeviceType.CPU
translateAABBsLaunch,0.0,0.0,3.7084770000083664,3.7084770000083664,0,0,0,0,512,0,DeviceType.CUDA
updateAggregateBounds,0.0,0.0,8.604706999993418,8.604706999993418,0,0,0,0,512,0,DeviceType.CUDA
updateArticulationsLaunch,0.0,0.0,0.03542399999999907,0.03542399999999907,0,0,0,0,1,0,DeviceType.CUDA
updateBodiesLaunch1T,0.0,0.0,47.07718800000791,47.07718800000791,0,0,0,0,512,0,DeviceType.CUDA
updateChangedAABBMgrHandlesLaunch,0.0,0.0,1.0205459999936284,1.0205459999936284,0,0,0,0,512,0,DeviceType.CUDA
updateHandles,0.0,0.0,1.328669000004622,1.328669000004622,0,0,0,0,512,0,DeviceType.CUDA
updateTransformCacheAndBoundArrayLaunch,0.0,0.0,22.02775399999492,22.02775399999492,0,0,0,0,512,0,DeviceType.CUDA
void (anonymous namespace)::elementwise_kernel_wit,0.0,0.0,0.0016639999999999873,0.0016639999999999873,0,0,0,0,1,0,DeviceType.CUDA
void at::native::(anonymous namespace)::CatArrayBa,0.0,0.0,3.9793730000025826,3.9793730000025826,0,0,0,0,1280,0,DeviceType.CUDA
void at::native::(anonymous namespace)::CatArrayBa,0.0,0.0,2.320480000008829,2.320480000008829,0,0,0,0,768,0,DeviceType.CUDA
void at::native::(anonymous namespace)::CatArrayBa,0.0,0.0,0.49149499999405816,0.49149499999405816,0,0,0,0,256,0,DeviceType.CUDA
void at::native::(anonymous namespace)::distributi,0.0,0.0,1.5248260000034224,1.5248260000034224,0,0,0,0,513,0,DeviceType.CUDA
void at::native::(anonymous namespace)::multi_tens,0.0,0.0,0.7271699999989941,0.7271699999989941,0,0,0,0,256,0,DeviceType.CUDA
void at::native::(anonymous namespace)::multi_tens,0.0,0.0,0.5616670000050217,0.5616670000050217,0,0,0,0,256,0,DeviceType.CUDA
void at::native::(anonymous namespace)::multi_tens,0.0,0.0,0.7655310000012396,0.7655310000012396,0,0,0,0,256,0,DeviceType.CUDA
void at::native::(anonymous namespace)::multi_tens,0.0,0.0,0.6346560000053141,0.6346560000053141,0,0,0,0,256,0,DeviceType.CUDA
void at::native::(anonymous namespace)::multi_tens,0.0,0.0,0.7570499999996974,0.7570499999996974,0,0,0,0,256,0,DeviceType.CUDA
void at::native::(anonymous namespace)::multi_tens,0.0,0.0,0.6972520000033546,0.6972520000033546,0,0,0,0,256,0,DeviceType.CUDA
void at::native::(anonymous namespace)::multi_tens,0.0,0.0,0.6622390000036685,0.6622390000036685,0,0,0,0,256,0,DeviceType.CUDA
void at::native::(anonymous namespace)::multi_tens,0.0,0.0,0.5584940000012284,0.5584940000012284,0,0,0,0,256,0,DeviceType.CUDA
void at::native::(anonymous namespace)::multi_tens,0.0,0.0,0.9076169999974081,0.9076169999974081,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,2.344639999993846,2.344639999993846,0,0,0,0,1041,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,8.274129999997237,8.274129999997237,0,0,0,0,1345,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,29.594488999990613,29.594488999990613,0,0,0,0,14160,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,1.9389089999951612,1.9389089999951612,0,0,0,0,784,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,1.1087640000032406,1.1087640000032406,0,0,0,0,512,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,1.2904049999985145,1.2904049999985145,0,0,0,0,512,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,3.0764840000102995,3.0764840000102995,0,0,0,0,1280,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,0.09942599999811501,0.09942599999811501,0,0,0,0,64,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,0.16182400000153574,0.16182400000153574,0,0,0,0,96,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,0.6066849999997066,0.6066849999997066,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,1.6333139999895938,1.6333139999895938,0,0,0,0,768,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 2, at::na",0.0,0.0,0.5170569999951403,0.5170569999951403,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::elementwise_kernel<128, 4, at::na",0.0,0.0,1.1760949999933072,1.1760949999933072,0,0,0,0,512,0,DeviceType.CUDA
"void at::native::index_elementwise_kernel<128, 4, ",0.0,0.0,0.006304000000000087,0.006304000000000087,0,0,0,0,1,0,DeviceType.CUDA
"void at::native::index_elementwise_kernel<128, 4, ",0.0,0.0,1.3972710000032311,1.3972710000032311,0,0,0,0,261,0,DeviceType.CUDA
"void at::native::index_elementwise_kernel<128, 4, ",0.0,0.0,0.004992000000000189,0.004992000000000189,0,0,0,0,1,0,DeviceType.CUDA
"void at::native::index_elementwise_kernel<128, 4, ",0.0,0.0,0.00905699999999888,0.00905699999999888,0,0,0,0,2,0,DeviceType.CUDA
"void at::native::lpnorm_cleanup<float, (at::native",0.0,0.0,0.5210890000042273,0.5210890000042273,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::reduce_kernel<128, 4, at::native:",0.0,0.0,53.82970099999738,53.82970099999738,0,0,0,0,1536,0,DeviceType.CUDA
"void at::native::reduce_kernel<512, 1, at::native:",0.0,0.0,6.0186599999955614,6.0186599999955614,0,0,0,0,1793,0,DeviceType.CUDA
"void at::native::reduce_kernel<512, 1, at::native:",0.0,0.0,11.934628999979308,11.934628999979308,0,0,0,0,1280,0,DeviceType.CUDA
"void at::native::reduce_kernel<512, 1, at::native:",0.0,0.0,6.436434000000329,6.436434000000329,0,0,0,0,2048,0,DeviceType.CUDA
"void at::native::reduce_kernel<512, 1, at::native:",0.0,0.0,1.0945860000004468,1.0945860000004468,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::reduce_kernel<512, 1, at::native:",0.0,0.0,1.088034000002983,1.088034000002983,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::reduce_kernel<512, 1, at::native:",0.0,0.0,7.933847999998921,7.933847999998921,0,0,0,0,1248,0,DeviceType.CUDA
"void at::native::reduce_kernel<512, 1, at::native:",0.0,0.0,1.8177919999991428,1.8177919999991428,0,0,0,0,80,0,DeviceType.CUDA
void at::native::unrolled_elementwise_kernel<at::n,0.0,0.0,0.002463999999999942,0.002463999999999942,0,0,0,0,1,0,DeviceType.CUDA
void at::native::unrolled_elementwise_kernel<at::n,0.0,0.0,3.639074999992019,3.639074999992019,0,0,0,0,2176,0,DeviceType.CUDA
void at::native::unrolled_elementwise_kernel<at::n,0.0,0.0,0.8887860000046784,0.8887860000046784,0,0,0,0,256,0,DeviceType.CUDA
void at::native::unrolled_elementwise_kernel<at::n,0.0,0.0,0.6416010000024689,0.6416010000024689,0,0,0,0,256,0,DeviceType.CUDA
void at::native::unrolled_elementwise_kernel<at::n,0.0,0.0,0.24045500000129685,0.24045500000129685,0,0,0,0,128,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,3.201572000008895,3.201572000008895,0,0,0,0,3125,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,1.5135289999921442,1.5135289999921442,0,0,0,0,1088,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,2.840987000003348,2.840987000003348,0,0,0,0,2128,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,7.571998000011241,7.571998000011241,0,0,0,0,3648,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,83.48970700000643,83.48970700000643,0,0,0,0,3120,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,1.4981730000007956,1.4981730000007956,0,0,0,0,1024,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,19.845201000008927,19.845201000008927,0,0,0,0,14592,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.7472669999982027,0.7472669999982027,0,0,0,0,512,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,2.372668000001213,2.372668000001213,0,0,0,0,1536,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,6.323379999992612,6.323379999992612,0,0,0,0,4912,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,3.6121260000090407,3.6121260000090407,0,0,0,0,1792,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.6473229999993783,0.6473229999993783,0,0,0,0,512,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.9997069999926607,0.9997069999926607,0,0,0,0,768,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,12.401059000007955,12.401059000007955,0,0,0,0,9216,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.6634599999979837,0.6634599999979837,0,0,0,0,512,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,2.190368999983417,2.190368999983417,0,0,0,0,1536,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,1.2050590000030643,1.2050590000030643,0,0,0,0,1024,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,1.2217600000036182,1.2217600000036182,0,0,0,0,1024,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,3.1246060000016005,3.1246060000016005,0,0,0,0,2304,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,1.3147589999930351,1.3147589999930351,0,0,0,0,1024,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.38035500000123285,0.38035500000123285,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.9742629999941855,0.9742629999941855,0,0,0,0,1024,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.3401590000003635,0.3401590000003635,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.0012159999999857972,0.0012159999999857972,0,0,0,0,1,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.34479900000154157,0.34479900000154157,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.31094099999719765,0.31094099999719765,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.028894999999844004,0.028894999999844004,0,0,0,0,16,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.02159899999992922,0.02159899999992922,0,0,0,0,16,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.08351899999886518,0.08351899999886518,0,0,0,0,64,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.0724790000000503,0.0724790000000503,0,0,0,0,64,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.07990500000119209,0.07990500000119209,0,0,0,0,64,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.15318099999951665,0.15318099999951665,0,0,0,0,128,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.14451099999417782,0.14451099999417782,0,0,0,0,96,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.15584000000118978,0.15584000000118978,0,0,0,0,128,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.41362900000909575,0.41362900000909575,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.5355559999982943,0.5355559999982943,0,0,0,0,256,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,103.64095999998658,103.64095999998658,0,0,0,0,1536,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.8047970000157365,0.8047970000157365,0,0,0,0,512,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.7751589999937569,0.7751589999937569,0,0,0,0,512,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.7278049999994691,0.7278049999994691,0,0,0,0,512,0,DeviceType.CUDA
"void at::native::vectorized_elementwise_kernel<4, ",0.0,0.0,0.32646300000324846,0.32646300000324846,0,0,0,0,256,0,DeviceType.CUDA
void at_cuda_detail::cub::DeviceCompactInitKernel<,0.0,0.0,0.4926390000055253,0.4926390000055253,0,0,0,0,512,0,DeviceType.CUDA
void at_cuda_detail::cub::DeviceReduceSingleTileKe,0.0,0.0,0.8601259999917529,0.8601259999917529,0,0,0,0,512,0,DeviceType.CUDA
void at_cuda_detail::cub::DeviceSelectSweepKernel<,0.0,0.0,1.3602619999937016,1.3602619999937016,0,0,0,0,512,0,DeviceType.CUDA
"void gemmk1_kernel<int, float, 256, 5, false, fals",0.0,0.0,3.849152000007336,3.849152000007336,0,0,0,0,256,0,DeviceType.CUDA
"void splitKreduce_kernel<32, 16, int, float, float",0.0,0.0,9.04669099999714,9.04669099999714,0,0,0,0,2048,0,DeviceType.CUDA
volta_sgemm_32x128_nn,0.0,0.0,4.802464999998104,4.802464999998104,0,0,0,0,256,0,DeviceType.CUDA
volta_sgemm_32x128_tn,0.0,0.0,129.34316099999086,129.34316099999086,0,0,0,0,2064,0,DeviceType.CUDA
volta_sgemm_32x32_sliced1x4_nt,0.0,0.0,102.34305300001067,102.34305300001067,0,0,0,0,1792,0,DeviceType.CUDA
volta_sgemm_64x64_nn,0.0,0.0,65.84746600000642,65.84746600000642,0,0,0,0,1024,0,DeviceType.CUDA
volta_sgemm_64x64_tn,0.0,0.0,168.20779299997736,168.20779299997736,0,0,0,0,1568,0,DeviceType.CUDA
